Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF;Code Ligne
2042-7;24;AA;MOA;C516.5004.01;NON;;Valeur;Dons à des organismes d'aide aux personnes en difficulté;10 numérique;0207UD;
2042-7;24;AB;MOA;C516.5004.01;NON;;Valeur;Dons aux partis politiques;10 numérique;0207UH;
2042-7;24;AC;MOA;C516.5004.01;NON;;Valeur;Dons versés à d'autres organismes d'intérêt général, aux associations d'utilité publique, aux candidats aux élections;10 numérique;0207UF;
2042-7;24;AD;MOA;C516.5004.01;NON;;Valeur;Dons aux oeuvres - Report N-5;10 numérique;0207XS;
2042-7;24;AE;MOA;C516.5004.01;NON;;Valeur;Dons aux œuvres - Report N-4;10 numérique;0207XT;
2042-7;24;AF;MOA;C516.5004.01;NON;;Valeur;Dons aux œuvres - Report N-3;10 numérique;0207XU;
2042-7;24;AG;MOA;C516.5004.01;NON;;Valeur;Dons aux oeuvres - Report N-2;10 numérique;0207XW;
2042-7;24;AH;MOA;C516.5004.01;NON;;Valeur;Dons aux œuvres - Report N-1;10 numérique;0207XY;
2042-7;24;AI;MOA;C516.5004.01;NON;;Valeur;Dons versés à des organismes étrangers d'aide aux personnes en difficulté.;10 numérique;1107VA;
2042-7;24;AJ;MOA;C516.5004.01;NON;;Valeur;Dons versés à des organismes étrangers;10 numérique;1107VC;
2042-7;24;AK;MOA;C516.5004.01;NON;;Valeur;Cotisations syndicales - Déclarant 1;10 numérique;0207AC;
2042-7;24;AL;MOA;C516.5004.01;NON;;Valeur;Cotisations syndicales - Déclarant 2;10 numérique;0207AE;
2042-7;24;AM;MOA;C516.5004.01;NON;;Valeur;Cotisations syndicales - PAC;10 numérique;0207AG;
2042-7;24;AN;CCI;C889.7111.01;NON;NR1;Valeur;Déclarant 1 : Ëtes-vous fonctionnaire en poste à l'étranger, c'est-à-dire hors de France métropolitaine et hors DOM ? 1- Non 2- Oui, fonctionnaire dans un ministère, dans une collectivité territoriale ou vous relevez de la fonction publique hospitalière , fonctionnaire de l'Union Européenne et, antérieurement à votre prise de fonction, résident fiscal en France 3- Oui, fonctionnaire dans une Collectivité d'Outre-Mer (Saint-Martin ou Saint-Barthélémy depuis plus de 5 ans, Polynésie Française, Nouvelle-Calédonie, St-Pierre-et-Miquelon, Wallis et Futuna) 4- Oui, fonctionnaire dans une organisation internationale 5- Oui, fonctionnaire de l'Union Européenne et, antérieurement à votre prise de fonction, non résident fiscal en France;;025FAE;
2042-7;24;AO;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 1er enfant;;026AAA;
2042-7;24;AP;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 2e enfant;;026AAB;
2042-7;24;AQ;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 3e enfant;;026AAC;
2042-7;24;AR;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 4e enfant;;026AAD;
2042-7;24;AS;QTY;C186.6060.01;OUI;;Valeur;Indice de répétition associé à chaque personne à charge - 5e enfant et plus;;026AAE;
2042-7;24;AT;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 1er enfant en résidence alternée;;026AAF;
2042-7;24;AU;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 2ème enfant en résidence alternée;;026AAG;
2042-7;24;AV;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 3ème enfant en résidence alternée;;026AAH;
2042-7;24;AW;QTY;C186.6060.01;NON;;Valeur;Indice de répétition associé à chaque personne à charge - 4ème enfant en résidence alternée;;026AAI;
2042-7;24;AX;QTY;C186.6060.01;OUI;;Valeur;Indice de répétition associé à chaque personne à charge - 5ème enfant et plus en résidence alternée;;026AAJ;
2042-7;24;BA;QTY;C186.6060.01;NON;;Valeur;Enfant scolarisé - Collège - Nombre;1 numérique;0207EA;
2042-7;24;BB;QTY;C186.6060.01;NON;;Valeur;Enfant scolarisé - Lycée - Nombre;1 numérique;0207EC;
2042-7;24;BC;QTY;C186.6060.01;NON;;Valeur;Enfant scolarisé - Enseignement sup. - Nombre;1 numérique;0207EF;
2042-7;24;BD;QTY;C186.6060.01;NON;;Valeur;Enfant résidence alternée - Collège - Nombre;1 numérique;0207EB;
2042-7;24;BE;QTY;C186.6060.01;NON;;Valeur;Enfant résidence alternée - Lycée - Nombre;1 numérique;0207ED;
2042-7;24;BF;QTY;C186.6060.01;NON;;Valeur;Enfant résidence alternée - Enseig. sup. - Nombre;1 numérique;0207EG;
2042-7;24;BG;MOA;C516.5004.01;NON;;Valeur;Frais de garde - 1er enfant de moins de 6 ans;10 numérique;0207GA;
2042-7;24;BH;MOA;C516.5004.01;NON;;Valeur;Frais de garde - 2ème enfant de moins de 6 ans;10 numérique;0207GB;
2042-7;24;BI;MOA;C516.5004.01;NON;;Valeur;Frais de garde - 3ème enfant de moins de 6 ans;10 numérique;0207GC;
2042-7;24;BJ;MOA;C516.5004.01;NON;;Valeur;Frais de garde - 4ème enfant de moins de 6 ans;10 numérique;0207GD;
2042-7;24;BK;NAD;0000.3164.01;OUI;;AdresseVille;Frais de garde - Adresse du bénéficiaire en France - Ville - 1er enfant de moins de 6 ans;;025LQ1;
2042-7;24;BK;NAD;0000.3251.01;OUI;;AdresseCodePostal;Frais de garde - Adresse du bénéficiaire en France - Code Postal - 1er enfant de moins de 6 ans;5 alphanumérique fixe;025LP1;
2042-7;24;BK;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 1er enfant de moins de 6 ans;;025AN1;
2042-7;24;BK;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 1er enfant de moins de 6 ans;;025AO1;
2042-7;24;BK;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 1er enfant de moins de 6 ans;;025AS1;
2042-7;24;BK;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4 - 1er enfant de moins de 6 ans;;025AQ1;
2042-7;24;BK;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Frais de garde - Adresse du bénéficiaire en France - N°, [0...9/A...Z], voie - 1er enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LM1;
2042-7;24;BK;NAD;C059.3042.02;OUI;;AdresseComplement;Frais de garde - Adresse du bénéficiaire en France - Complément - 1er enfant de moins de 6 ans;;025LN1;
2042-7;24;BK;NAD;C059.3042.03;OUI;;AdresseHameau;Frais de garde - Adresse du bénéficiaire en France - Lieu dit, Hameau - 1er enfant de moins de 6 ans;;025LO1;
2042-7;24;BK;NAD;C080.3036.01;OUI;;Designation;Frais de garde - Nom du bénéficiaire - 1er enfant de moins de 6 ans;;025LB1;
2042-7;24;BK;NAD;C080.3036.02;OUI;;DesignationSuite1;Frais de garde - Prénom du bénéficiaire - 1er enfant de moins de 6 ans;;025LC1;
2042-7;24;BK;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 1er enfant de moins de 6 ans;5 numérique fixe;025AM1;
2042-7;24;BL;NAD;0000.3164.01;OUI;;AdresseVille;Frais de garde - Adresse du bénéficiaire en France - Ville - 2ème enfant de moins de 6 ans;;025LQ2;
2042-7;24;BL;NAD;0000.3251.01;OUI;;AdresseCodePostal;Frais de garde - Adresse du bénéficiaire en France - Code Postal - 2ème enfant de moins de 6 ans;5 alphanumérique fixe;025LP2;
2042-7;24;BL;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 2ème enfant de moins de 6 ans;;025AN2;
2042-7;24;BL;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 2ème enfant de moins de 6 ans;;025AO2;
2042-7;24;BL;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 2ème enfant de moins de 6 ans;;025AS2;
2042-7;24;BL;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4 - 2ème enfant de moins de 6 ans;;025AQ2;
2042-7;24;BL;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Frais de garde - Adresse du bénéficiaire en France - N°, [0...9/A...Z], voie - 2ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LM2;
2042-7;24;BL;NAD;C059.3042.02;OUI;;AdresseComplement;Frais de garde - Adresse du bénéficiaire en France - Complément - 2ème enfant de moins de 6 ans;;025LN2;
2042-7;24;BL;NAD;C059.3042.03;OUI;;AdresseHameau;Frais de garde - Adresse du bénéficiaire en France - Lieu dit, Hameau - 2ème enfant de moins de 6 ans;;025LO2;
2042-7;24;BL;NAD;C080.3036.01;OUI;;Designation;Frais de garde - Nom du bénéficiaire - 2ème enfant de moins de 6 ans;;025LB2;
2042-7;24;BL;NAD;C080.3036.02;OUI;;DesignationSuite1;Frais de garde - Prénom du bénéficiaire - 2ème enfant de moins de 6 ans;;025LC2;
2042-7;24;BL;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (codde INSEE différent de 99100) - 2ème enfant de moins de 6 ans;5 numérique fixe;025AM2;
2042-7;24;BM;NAD;0000.3164.01;OUI;;AdresseVille;Frais de garde - Adresse du bénéficiaire en France - Ville - 3ème enfant de moins de 6 ans;;025LQ3;
2042-7;24;BM;NAD;0000.3251.01;OUI;;AdresseCodePostal;Frais de garde - Adresse du bénéficiaire en France - Code Postal - 3ème enfant de moins de 6 ans;5 alphanumérique fixe;025LP3;
2042-7;24;BM;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 3ème enfant de moins de 6 ans;;025AN3;
2042-7;24;BM;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 3ème enfant de moins de 6 ans;;025AO3;
2042-7;24;BM;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 3ème enfant de moins de 6 ans;;025AS3;
2042-7;24;BM;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4 - 3ème enfant de moins de 6 ans;;025AQ3;
2042-7;24;BM;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Frais de garde - Adresse du bénéficiaire en France - N°, [0...9/A...Z], voie - 3ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LM3;
2042-7;24;BM;NAD;C059.3042.02;OUI;;AdresseComplement;Frais de garde - Adresse du bénéficiaire en France - Complément - 3ème enfant de moins de 6 ans;;025LN3;
2042-7;24;BM;NAD;C059.3042.03;OUI;;AdresseHameau;Frais de garde - Adresse du bénéficiaire en France - Lieu dit, Hameau - 3ème enfant de moins de 6 ans;;025LO3;
2042-7;24;BM;NAD;C080.3036.01;OUI;;Designation;Frais de garde - Nom du bénéficiaire - 3ème enfant de moins de 6 ans;;025LB3;
2042-7;24;BM;NAD;C080.3036.02;OUI;;DesignationSuite1;Frais de garde - Prénom du bénéficiaire - 3ème enfant de moins de 6 ans;;025LC3;
2042-7;24;BM;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (codde INSEE différent de 99100) - 3ème enfant de moins de 6 ans;5 numérique fixe;025AM3;
2042-7;24;BN;NAD;0000.3164.01;OUI;;AdresseVille;Frais de garde - Adresse du bénéficiaire en France - Ville - 4ème enfant de moins de 6 ans;;025LQ4;
2042-7;24;BN;NAD;0000.3251.01;OUI;;AdresseCodePostal;Frais de garde - Adresse du bénéficiaire en France - Code Postal - 4ème enfant de moins de 6 ans;5 alphanumérique fixe;025LP4;
2042-7;24;BN;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 4ème enfant de moins de 6 ans;;025AN4;
2042-7;24;BN;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 4ème enfant de moins de 6 ans;;025AO4;
2042-7;24;BN;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 4ème enfant de moins de 6 ans;;025AS4;
2042-7;24;BN;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4 - 4ème enfant de moins de 6 ans;;025AQ4;
2042-7;24;BN;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Frais de garde - Adresse du bénéficiaire en France - N°, [0...9/A...Z], voie - 4ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LM4;
2042-7;24;BN;NAD;C059.3042.02;OUI;;AdresseComplement;Frais de garde - Adresse du bénéficiaire en France - Complément - 4ème enfant de moins de 6 ans;;025LN4;
2042-7;24;BN;NAD;C059.3042.03;OUI;;AdresseHameau;Frais de garde - Adresse du bénéficiaire en France - Lieu dit, Hameau - 4ème enfant de moins de 6 ans;;025LO4;
2042-7;24;BN;NAD;C080.3036.01;OUI;;Designation;Frais de garde - Nom du bénéficiaire - 4ème enfant de moins de 6 ans;;025LB4;
2042-7;24;BN;NAD;C080.3036.02;OUI;;DesignationSuite1;Frais de garde - Prénom du bénéficiaire - 4ème enfant de moins de 6 ans;;025LC4;
2042-7;24;BN;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (codde INSEE différent de 99100) - 4ème enfant de moins de 6 ans;5 numérique fixe;025AM4;
2042-7;24;BO;MOA;C516.5004.01;NON;;Valeur;Résidence alternée Frais de garde - 1er enfant moins de 6 ans;10 numérique;0207GE;
2042-7;24;BP;MOA;C516.5004.01;NON;;Valeur;Résidence alternée Frais de garde - 2ème enfant moins de 6 ans;8 numérique;0207GF;
2042-7;24;BQ;MOA;C516.5004.01;NON;;Valeur;Résidence alternée Frais de garde - 3ème enfant moins de 6 ans;8 numérique;0207GG;
2042-7;24;BR;MOA;C516.5004.01;NON;;Valeur;Résidence alternée frais de garde en France - 4ème enfant moins de 6 ans;8 numérique;0207GM;
2042-7;24;BS;NAD;0000.3164.01;OUI;;AdresseVille;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Ville - 1er enfant de moins de 6 ans;;025LY1;
2042-7;24;BS;NAD;0000.3251.01;OUI;;AdresseCodePostal;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Code Postal - 1er enfant de moins de 6 ans;5 alphanumérique fixe;025LX1;
2042-7;24;BS;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 1er enfant de moins de 6 ans;;025AV1;
2042-7;24;BS;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 1er enfant de moins de 6 ans;;025AW1;
2042-7;24;BS;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 1er enfant de moins de 6 ans;;025AX1;
2042-7;24;BS;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4- 1er enfant de moins de 6 ans;;025AY1;
2042-7;24;BS;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - N°, [0...9/A...Z], voie - 1er enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LU1;
2042-7;24;BS;NAD;C059.3042.02;OUI;;AdresseComplement;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Complément - 1er enfant de moins de 6 ans;;025LV1;
2042-7;24;BS;NAD;C059.3042.03;OUI;;AdresseHameau;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Lieu dit, Hameau - 1er enfant de moins de 6 ans;;025LW1;
2042-7;24;BS;NAD;C080.3036.01;OUI;;Designation;Résidence alternée Frais de garde en France - Nom du bénéficiaire - 1er enfant de moins de 6 ans;;025LS1;
2042-7;24;BS;NAD;C080.3036.02;OUI;;DesignationSuite1;Résidence alternée Frais de garde - Prénom du bénéficiaire - 1er enfant de moins de 6 ans;;025LT1;
2042-7;24;BS;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 1er enfant de moins de 6 ans;5 numérique fixe;025AU1;
2042-7;24;BT;NAD;0000.3164.01;OUI;;AdresseVille;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Ville - 2ème enfant de moins de 6 ans;;025LY2;
2042-7;24;BT;NAD;0000.3251.01;OUI;;AdresseCodePostal;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Code Postal - 2ème enfant de moins de 6 ans;5 alphanumérique fixe;025LX2;
2042-7;24;BT;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 2ème enfant de moins de 6 ans;;025AV2;
2042-7;24;BT;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 2ème enfant de moins de 6 ans;;025AW2;
2042-7;24;BT;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 2ème enfant de moins de 6 ans;;025AX2;
2042-7;24;BT;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4- 2ème enfant de moins de 6 ans;;025AY2;
2042-7;24;BT;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - N°, [0...9/A...Z], voie - 2ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LU2;
2042-7;24;BT;NAD;C059.3042.02;OUI;;AdresseComplement;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Complément - 2ème enfant de moins de 6 ans;;025LV2;
2042-7;24;BT;NAD;C059.3042.03;OUI;;AdresseHameau;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Lieu dit, Hameau - 2ème enfant de moins de 6 ans;;025LW2;
2042-7;24;BT;NAD;C080.3036.01;OUI;;Designation;Résidence alternée Frais de garde - Nom du bénéficiaire - 2ème enfant de moins de 6 ans;;025LS2;
2042-7;24;BT;NAD;C080.3036.02;OUI;;DesignationSuite1;Résidence alternée Frais de garde - Prénom du bénéficiaire - 2ème enfant de moins de 6 ans;;025LT2;
2042-7;24;BT;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 2ème enfant de moins de 6 ans;5 numérique fixe;025AU2;
2042-7;24;BU;NAD;0000.3164.01;OUI;;AdresseVille;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Ville - 3ème enfant de moins de 6 ans;;025LY3;
2042-7;24;BU;NAD;0000.3251.01;OUI;;AdresseCodePostal;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Code Postal - 3ème enfant de moins de 6 ans;5 alphanumérique fixe;025LX3;
2042-7;24;BU;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 3ème enfant de moins de 6 ans;;025AV3;
2042-7;24;BU;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 3ème enfant de moins de 6 ans;;025AW3;
2042-7;24;BU;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 3ème enfant de moins de 6 ans;;025AX3;
2042-7;24;BU;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4- 3ème enfant de moins de 6 ans;;025AY3;
2042-7;24;BU;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - N°, [0...9/A...Z], voie - 3ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LU3;
2042-7;24;BU;NAD;C059.3042.02;OUI;;AdresseComplement;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Complément - 3ème enfant de moins de 6 ans;;025LV3;
2042-7;24;BU;NAD;C059.3042.03;OUI;;AdresseHameau;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Lieu dit, Hameau - 3ème enfant de moins de 6 ans;;025LW3;
2042-7;24;BU;NAD;C080.3036.01;OUI;;Designation;Résidence alternée Frais de garde - Nom du bénéficiaire - 3ème enfant de moins de 6 ans;;025LS3;
2042-7;24;BU;NAD;C080.3036.02;OUI;;DesignationSuite1;Résidence alternée Frais de garde - Prénom du bénéficiaire - 3ème enfant de moins de 6 ans;;025LT3;
2042-7;24;BU;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 3ème enfant de moins de 6 ans;5 numérique fixe;025AU3;
2042-7;24;BV;NAD;0000.3164.01;OUI;;AdresseVille;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Ville - 4ème enfant de moins de 6 ans;;025LY4;
2042-7;24;BV;NAD;0000.3251.01;OUI;;AdresseCodePostal;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Code Postal - 4ème enfant de moins de 6 ans;5 alphanumérique fixe;025LX4;
2042-7;24;BV;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 4ème enfant de moins de 6 ans;;025AV4;
2042-7;24;BV;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 4ème enfant de moins de 6 ans;;025AW4;
2042-7;24;BV;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 4ème enfant de moins de 6 ans;;025AX4;
2042-7;24;BV;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4- 4ème enfant de moins de 6 ans;;025AY4;
2042-7;24;BV;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Résidence alternée Frais de garde - Adresse du bénéficiaire - N°, [0...9/A...Z], voie - 4ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LU4;
2042-7;24;BV;NAD;C059.3042.02;OUI;;AdresseComplement;Résidence alternée Frais de garde - Adresse du bénéficiaire - Complément - 4ème enfant de moins de 6 ans;;025LV4;
2042-7;24;BV;NAD;C059.3042.03;OUI;;AdresseHameau;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Lieu dit, Hameau - 4ème enfant de moins de 6 ans;;025LW4;
2042-7;24;BV;NAD;C080.3036.01;OUI;;Designation;Résidence alternée Frais de garde - Nom du bénéficiaire - 4ème enfant de moins de 6 ans;;025LS4;
2042-7;24;BV;NAD;C080.3036.02;OUI;;DesignationSuite1;Résidence alternée Frais de garde - Adresse du bénéficiaire - 4ème enfant de moins de 6 ans;;025LT4;
2042-7;24;BV;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 4ème enfant de moins de 6 ans;5 numérique fixe;025AU4;
2042-7;24;BW;NAD;0000.3164.01;OUI;;AdresseVille;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Ville - 4ème enfant de moins de 6 ans;;025LY5;
2042-7;24;BW;NAD;0000.3251.01;OUI;;AdresseCodePostal;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Code Postal - 4ème enfant de moins de 6 ans;5 alphanumérique fixe;025LX5;
2042-7;24;BW;NAD;C058.3124.01;OUI;;AdresseEtrangere1;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 1 - 4ème enfant de moins de 6 ans;;025AV5;
2042-7;24;BW;NAD;C058.3124.02;OUI;;AdresseEtrangere2;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 2 - 4ème enfant de moins de 6 ans;;025AW5;
2042-7;24;BW;NAD;C058.3124.03;OUI;;AdresseEtrangere3;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 3 - 4ème enfant de moins de 6 ans;;025AX5;
2042-7;24;BW;NAD;C058.3124.04;OUI;;AdresseEtrangere4;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Ligne 4- 4ème enfant de moins de 6 ans;;025AY5;
2042-7;24;BW;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Résidence alternée Frais de garde - Adresse du bénéficiaire - N°, [0...9/A...Z], voie - 4ème enfant de moins de 6 ans;35 alphanumérique dont position 1 à 4 : numérique position 5 : [0..9/A..Z];025LU5;
2042-7;24;BW;NAD;C059.3042.02;OUI;;AdresseComplement;Résidence alternée Frais de garde - Adresse du bénéficiaire - Complément - 4ème enfant de moins de 6 ans;;025LV5;
2042-7;24;BW;NAD;C059.3042.03;OUI;;AdresseHameau;Résidence alternée Frais de garde en France - Adresse du bénéficiaire - Lieu dit, Hameau - 4ème enfant de moins de 6 ans;;025LW5;
2042-7;24;BW;NAD;C080.3036.01;OUI;;Designation;Résidence alternée Frais de garde - Nom du bénéficiaire - 4ème enfant de moins de 6 ans;;025LS5;
2042-7;24;BW;NAD;C080.3036.02;OUI;;DesignationSuite1;Résidence alternée Frais de garde - Adresse du bénéficiaire - 4ème enfant de moins de 6 ans;;025LT5;
2042-7;24;BW;NAD;C819.3229.01;OUI;;AdresseCodeDivisionTerritoriale;Résidence alternée Frais de garde - Adresse du bénéficiaire à l'étranger - Pays (code INSEE différent de 99100) - 4ème enfant de moins de 6 ans;5 numérique fixe;025AU5;
2042-7;24;BX;MOA;C516.5004.01;NON;;Valeur;Frais de garde - 5ème enfant et plus de moins de 6 ans;10 numérique;020FGD;
2042-7;24;BY;NAD;0000.3164.01;OUI;;AdresseVille;Frais de garde - Adresse du bénéficiaire en France - Ville - 4ème enfant de moins de 6 ans;;025LQ5;
