Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF;Code Ligne
2777;23;HB;PCD;C501.5482.01;OUI;;Valeur;Autres produits soumis à prélèvements Taux;Pourcentage avec 2 décimales;909488;Détail CL
2777;23;HC;PCD;C501.5482.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Nature des produits ou des sommes à déduire taux retenue à la source taux conventionnel personne physique;Pourcentage avec 2 décimales;909540;Détail CY
2777;23;HD;PCD;C501.5482.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes morales Autre taux : taux;Pourcentage avec 2 décimales;909192;
2777;23;HE;PCD;C501.5482.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes morales : taux;Pourcentage avec 2 décimales;909229;
2777;23;IA;MOA;C516.5004.01;NON;;Valeur;Imputations et régularisations A partir de la déclaration n° 2777 créditrice : Report du ou des montant(s) excédentaire(s) "ligne QR3" dégagés sur la (les) précédente(s) déclaration(s) 2777U (1);Montant entier sans décimale;909170;JK
2777;23;IB;DTM;C507.2380.01;OUI;610;Valeur;Imputations Déclaration du mois de versement (col.1);Format attendu : yyyyMM;909260;
2777;23;IC;MOA;C516.5004.01;OUI;;Valeur;IMPUTATIONS ET RÉGULARISATIONS Régularisation hors PFU (col.2);Montant entier sans décimale;909174;Detail KY
2777;23;ID;MOA;C516.5004.01;OUI;;Valeur;IMPUTATIONS ET RÉGULARISATIONS Régularisation PFU (col.3);Montant entier sans décimale;909175;Detail KX
2777;23;IE;MOA;C516.5004.01;OUI;;Valeur;IMPUTATIONS ET RÉGULARISATIONS Total Col. 4 = col.2 + col.3;Montant entier sans décimale;909176;Detail LM
2777;23;IF;MOA;C516.5004.01;NON;;Valeur;Imputations Total Régularisation hors PFU (col.2);Montant entier sans décimale;909129;KY
2777;23;IG;MOA;C516.5004.01;NON;;Valeur;Imputations Total Régularisation PFU (col.3);Montant entier sans décimale;909130;KX
2777;23;IH;MOA;C516.5004.01;NON;;Valeur;Imputations Total Col. 4 = col.2 + col.3;Montant entier sans décimale;909099;LM
2777;23;II;MOA;C516.5004.01;NON;;Valeur;IMPUTATIONS ET RÉGULARISATIONS Autres régularisations Régularisation portant sur le prélèvement forfaitaire unique;Montant entier sans décimale;909177;MM
2777;23;IJ;MOA;C516.5004.01;NON;;Valeur;IMPUTATIONS ET RÉGULARISATIONS Autres régularisations Régularisation hors prélèvement forfaitaire unique;Montant entier sans décimale;909178;NP
2777;23;IK;MOA;516.5004.01;NON;;Valeur;Régularisation de prélèvements sur produits distribués au bénéfice d'une personne morale;Montant entier sans décimale;909869;NQ
2777;23;JA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale Nature des produits ou des sommes à déduire Bénéfices et plus-values retenus pour l'assiette de l'IS (a) : Taux légal en France;Montant entier sans décimale;909492;CQ
2777;23;JB;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale Nature des produits ou des sommes à déduire Bénéfices et plus-values retenus pour l'assiette de l'IS (a) : Taux conventionnel;Montant entier sans décimale;909504;Detail CZ
2777;23;JE;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne physique Nature des produits ou des sommes à déduire Bénéfices et plus-values retenus pour l'assiette de l'IS (a) : Taux légal en France;Montant entier sans décimale;909498;CC
2777;23;JF;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Bénéfices et plus-values retenus pour l'assiette de l'IS (a) retenue à la source taux conventionnel personne physique;Montant entier sans décimale;909535;Détail CY
2777;23;KA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale Nature des produits ou des sommes à déduire Bénéfices et plus-values de l'exercice non compris dans la base de l'IS (b) Taux légal en France;Montant entier sans décimale;909493;CQ
2777;23;KB;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale Nature des produits ou des sommes à déduire Bénéfices et plus-values de l'exercice non compris dans la base de l'IS (b) Taux conventionnel;Montant entier sans décimale;909505;Detail CZ
2777;23;KE;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne physique Nature des produits ou des sommes à déduire Bénéfices et plus-values de l'exercice non compris dans la base de l'IS (b) Taux légal en France;Montant entier sans décimale;909499;CC
2777;23;KF;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Bénéfices et plus-values de l'exercice, non compris dans la base de l'IS (b)retenue à la source taux conventionnel personne physique;Montant entier sans décimale;909536;Détail CY
2777;23;LA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale IS dû pour l'exercice (c) Taux légal en France;Montant entier sans décimale;909494;CQ
2777;23;LB;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne morale IS dû pour l'exercice (c) Taux conventionnel;Montant entier sans décimale;909506;Detail CZ
2777;23;LE;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) - Bénéficiaire personne physique IS dû pour l'exercice (c) Taux légal en France;Montant entier sans décimale;909500;CC
2777;23;LF;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Nature des produits ou des sommes à déduire IS dû pour l'exercice (c) retenue à la source taux conventionnel personne physique;Montant entier sans décimale;909537;Détail CY
2777;23;MA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Bénéficiaire personne morale Bénéfices ou plus-values antérieurs, compris dans la base de l'IS (d) Taux légal en France;Montant entier sans décimale;909495;CQ
2777;23;MB;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Bénéficiaire personne morale Bénéfices ou plus-values antérieurs, compris dans la base de l'IS (d) Taux conventionnel;Montant entier sans décimale;909507;Detail CZ
2777;23;ME;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Bénéficiaire personne physique Bénéfices ou plus-values antérieurs, compris dans la base de l'IS (d) Taux légal en France;Montant entier sans décimale;909501;CC
2777;23;MF;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les bénéfices réalisés en France par les sociétés étrangères (art 115 quinquies, 1673 bis et 119 bis 2 du CGI) Nature des produits ou des sommes à déduire Bénéfices ou plus-values antérieurs, compris dans la base de l'IS (d) retenue à la source taux conventionnel personne physique;Montant entier sans décimale;909538;Détail CY
2777;23;NA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) TOTAL = des lignes Dividendes et autres revenus distribués Base imposable;Montant entier sans décimale;909242;HI
2777;23;NB;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Montant des produits visés aux articles 108 à 117 bis du CGI ayant bénéficié de l'exonération de retenue à la source sur le fondement du 2 de l'article 119 bis du CGIBase imposable;Montant entier sans décimale;909235;HJ
2777;23;NC;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes morales : Base imposable 28 %;Montant entier sans décimale;910242;HK
2777;23;OA;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) TOTAL = des lignes Dividendes et autres revenus distribués Impôt;Montant entier sans décimale;909243;HI
2777;23;OC;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes morales : Impôt 28 %;Montant entier sans décimale;910243;HK
2777;23;PA;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution pour le remboursement de la dette sociale : Base imposable « Produits des contrats de capitalisation ou assimilés en euros »;Montant entier sans décimale;909201;AAH
2777;23;PB;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution pour le remboursement de la dette sociale : Base imposable « Autres produits »;Montant entier sans décimale;909203;AAI
2777;23;PC;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale TOTAL LIGNES AAA+AAB+AAC+AAD+AAE+AAF+AAG+AAH+AAI total base imposable;Montant entier sans décimale;909560;PU
2777;23;PD;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Produits soumis au taux applicable depuis le 1/01/2019 - Base imposable;Montant entier sans décimale;909870;QG
2777;23;PE;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution additionnelle 1,1 % et prélèvement de solidarité : Base imposable « Produits soumis au taux applicable depuis le 01/01/2019 »;Montant entier sans décimale;909872;QH
2777;23;QA;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution pour le remboursement de la dette sociale : Impôt « Produits des contrats de capitalisation ou assimilés en euros »;Montant entier sans décimale;909202;AAH
2777;23;QB;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution pour le remboursement de la dette sociale : Impôt « Autres produits »;Montant entier sans décimale;909204;AAI
2777;23;QC;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution pour le remboursement de la dette sociale : Impôt « TOTAL LIGNES AAA+AAB+AAC+AAD+AAE+AAF+AAG+AAH+AAI »;Montant entier sans décimale;909205;PU
2777;23;QD;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Produits soumis au taux applicable depuis le 1/01/2019 - : Impôt;Montant entier sans décimale;909871;QG
2777;23;QE;MOA;C516.5004.01;NON;;Valeur;Contributions et prélèvements sociaux Contribution additionnelle 1,1 % et prélèvement de solidarité : Impôt « Produits soumis au taux applicable depuis le 01/01/2019 »;Montant entier sans décimale;909873;QH
2777;23;RA;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTE DU MOIS DE SEPTEMBRE Acompte sur les prélévements sociaux Dû au titre de décembre N-1 Base 100% imposable;Montant entier sans décimale;909244;ABA
2777;23;RB;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTE DU MOIS DE SEPTEMBRE Acompte sur les prélévements sociaux Dû au titre de janvier N Base 100% imposable;Montant entier sans décimale;909245;ABB
2777;23;RC;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTES DU MOIS DE SEPTEMBRE Prélèvements forfaitaires et retenues à la source dus au titre de décembre de l'année précédente Base imposable;Montant entier sans décimale;909100;RY
2777;23;RF;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTE DU MOIS DE SEPTEMBRE Prélèvements forfaitaires et retenues à la source dus au titre de décembre de l'année précédente Impôt;Montant entier sans décimale;909107;RY
2777;23;RG;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTE DU MOIS DE SEPTEMBRE Acompte sur les prélévements sociaux Dû au titre de décembre N-1 Impôt;Montant entier sans décimale;909137;ABA
2777;23;RH;MOA;C516.5004.01;NON;;Valeur;VERSEMENT DE L'ACOMPTE DU MOIS DE SEPTEMBRE Acompte sur les prélèvements sociaux Dû au titre de janvier N Impôt;Montant entier sans décimale;909207;ABB
2777;23;RI;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Déclaration déposée en janvier N au titre des revenus de décembre N-1 Montant positif;Montant entier sans décimale;909524;SE1
2777;23;RJ;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Déclaration déposée en janvier N au titre des revenus de décembre N-1 Montant négatif;Montant entier sans décimale;909588;SE2
2777;23;RK;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Déclaration déposée en janvier N au titre des revenus de décembre N-1 Montant positif;Montant entier sans décimale;909525;SI1
2777;23;RL;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Déclaration déposée en janvier N au titre des revenus de décembre N-1 Montant négatif;Montant entier sans décimale;909589;SI2
2777;23;RM;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Ligne SE + Ligne SI Montant positif;Montant entier sans décimale;909526;SF1
2777;23;RN;MOA;C516.5004.01;NON;;Valeur;IMPUTATION SUR LA DECLARATION DES ACOMPTES VERSES (DECEMBRE) Ligne SE + Ligne SI Montant négatif;Montant entier sans décimale;909590;SF2
2777;23;RO;MOA;C516.5004.01;NON;;Valeur;Déclaration déposée en février N au titre des revenus de janvier N Montant positif;Montant entier sans décimale;909527;TJ1
2777;23;RP;MOA;C516.5004.01;NON;;Valeur;Déclaration déposée en février N au titre des revenus de janvier N Montant négatif;Montant entier sans décimale;909591;TJ2
2777;23;RQ;MOA;C516.5004.01;NON;;Valeur;Déclaration déposée en février N au titre des revenus de janvier N Report de la ligne QT de décembre N-1 (1);Montant entier sans décimale;909214;TC
2777;23;RR;MOA;C516.5004.01;NON;;Valeur;Total après imputation - montant positif;Montant entier sans décimale;909528;TG1
2777;23;RS;MOA;C516.5004.01;NON;;Valeur;Total après imputation - montant négatif;Montant entier sans décimale;909592;TG2
2777;23;RT;MOA;C516.5004.01;NON;;Valeur;Acompte d'impôt sur le revenu;Montant entier sans décimale;909140;RY
2777;23;RU;MOA;C516.5004.01;NON;;Valeur;Acompte sur les prélèvements sociaux;Montant entier sans décimale;909232;ABA
2777;23;RV;MOA;C516.5004.01;NON;;Valeur;Acompte d'impôt sur le revenu;Montant entier sans décimale;909179;ABB
2777;23;RY;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes physiques Autre taux: Base imposable;Montant entier sans décimale;911552;
2777;23;RZ;PCD;C501.5482.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes physiques Autre taux : taux;Pourcentage avec 2 décimales;911553;
2777;23;SA;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués (taux légaux en France) Personnes physiques Autre taux : impôt;Montant entier sans décimale;911554;
2777;23;SB;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable;Montant entier sans décimale;911555;
2777;23;SC;PCD;C501.5482.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : taux;Pourcentage avec 2 décimales;911556;
2777;23;SD;MOA;C516.5004.01;OUI;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt;Montant entier sans décimale;911557;
2777;23;SE;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Total des autres taux pour les dividendes et autres revenus distribués (taux légaux en France) Personnes physiques Total base;Montant entier sans décimale;911558;
2777;23;SF;MOA;C516.5004.01;NON;;Valeur;Total des dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques Base imposable;Montant entier sans décimale;911559;
2777;23;SG;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Total des autres taux pour les dividendes et autres revenus distribués (taux légaux en France) Personnes physiques Impôt;Montant entier sans décimale;911560;
2777;23;SH;MOA;C516.5004.01;NON;;Valeur;Total des dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques Impôt;Montant entier sans décimale;911576;
2777;23;SJ;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable taux à 5%;Montant entier sans décimale;911577;PP1
2777;23;SK;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 5%;Montant entier sans décimale;911578;PP1
2777;23;SL;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable à 10%;Montant entier sans décimale;911579;PP2
2777;23;SM;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 10%;Montant entier sans décimale;911580;PP2
2777;23;SN;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable à 12%;Montant entier sans décimale;911581;PP3
2777;23;SP;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 12%;Montant entier sans décimale;911582;PP3
2777;23;SQ;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable à 12,5%;Montant entier sans décimale;911583;PP4
2777;23;SR;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 12,5%;Montant entier sans décimale;911584;PP4
2777;23;SS;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable à 15%;Montant entier sans décimale;911585;PP5
2777;23;ST;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 15%;Montant entier sans décimale;911586;PP5
2777;23;SU;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI)Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Base imposable à 20%;Montant entier sans décimale;911587;PP6
2777;23;SV;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Dividendes et autres revenus distribués supportant une retenue à la source inférieure au taux légal en application des conventions internationales Personnes physiques : Impôt à 20%;Montant entier sans décimale;911588;PP6
2777;23;SW;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à ds non résidents Sous total retenue à la source bénéficiaire personne physique Base imposable;Montant entier sans décimale;911740;HG
2777;23;SX;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non résidents Sous total retenue à la source bénéficiaire personne physique Impôt;Montant entier sans décimale;911741;HG
2777;23;SY;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à des non-résidents (Art 119 bis 2 CGI) Sous total retenue à la source bénéficiaire personne morale Base imposable;Montant entier sans décimale;911742;HH
2777;23;SZ;MOA;C516.5004.01;NON;;Valeur;Retenue à la source sur les revenus distribués à ds non résidents Sous total retenue à la source bénéficiaire personne morale Impôt;Montant entier sans décimale;911743;HH
2777;23;TA;MOA;C516.5004.01;NON;;Valeur;Dont montant des sommes visées au 1 de l'article 119 bis A du CGI et retenues y afférentes Base imposable;Montant entier sans décimale;912323;HL
2777;23;TB;MOA;C516.5004.01;NON;;Valeur;Dont montant des sommes visées au 1 de l'article 119 bis A du CGI et retenues y afférentes Impôt;Montant entier sans décimale;912324;HL
P-IDENTIF;23;AA;NAD;0000.3164.01;NON;;AdresseVille;Adresse du déclarant, ville;;;
P-IDENTIF;23;AA;NAD;0000.3207.01;NON;;AdresseCodePays;Adresse du déclarant, pays;;;
P-IDENTIF;23;AA;NAD;0000.3251.01;NON;;AdresseCodePostal;Adresse du déclarant, code postal;;;
P-IDENTIF;23;AA;NAD;C059.3042.01;NON;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Adresse du déclarant, numéro, type et nom voie;;;
P-IDENTIF;23;AA;NAD;C059.3042.02;NON;;AdresseComplement;Adresse du déclarant, complément d'adresse;;;
P-IDENTIF;23;AA;NAD;C076.3148.01;NON;EM;Email;Adresse du déclarant, email;;;
P-IDENTIF;23;AA;NAD;C076.3148.01;NON;TE;Telephone;Adresse du déclarant, téléphone;;;
P-IDENTIF;23;AA;NAD;C080.3036.01;NON;;Designation;Identification du déclarant, désignation ou nom prénom;;;
P-IDENTIF;23;AA;NAD;C080.3036.02;NON;;DesignationSuite1;Identification du déclarant, qualité ou complément de désignation;;;
P-IDENTIF;23;AA;NAD;C080.3036.03;NON;;DesignationSuite2;Identification du déclarant, titre du redevable;;;
P-IDENTIF;23;AA;NAD;C082.3039.01;NON;;Identifiant;Numéro SIREN;;;
P-IDENTIF;23;BB;DTM;C507.2380.01;NON;102;Valeur;Date de Cession cessation;Format attendu : yyyyMMdd;;
P-IDENTIF;23;CA;DTM;C507.2380.01;NON;102;Valeur;Date de début de période;Format attendu : yyyyMMdd;;
P-IDENTIF;23;CB;DTM;C507.2380.01;NON;102;Valeur;Date de fin de période;Format attendu : yyyyMMdd;;
P-IDENTIF;23;GA;FII;C078.3192.01;NON;;TitulaireDesignation;Nom titulaire compte TLRA 1;;;
P-IDENTIF;23;GA;FII;C078.3192.02;NON;;TitulaireDesignationSuite;Prénom titulaire compte TLRA 1;;;
P-IDENTIF;23;GA;FII;C078.3194.01;NON;;Iban;IBAN CB TLRA 1;;;
P-IDENTIF;23;GA;FII;C088.3433.01;NON;;Bic;BIC CB TLRA 1;;;
P-IDENTIF;23;GB;FII;C078.3192.01;NON;;TitulaireDesignation;Nom titulaire compte TLRA 2;;;
P-IDENTIF;23;GB;FII;C078.3192.02;NON;;TitulaireDesignationSuite;Prénom titulaire compte TLRA 2;;;
P-IDENTIF;23;GB;FII;C078.3194.01;NON;;Iban;IBAN CB TLRA 2;;;
P-IDENTIF;23;GB;FII;C088.3433.01;NON;;Bic;BIC CB TLRA 2;;;
P-IDENTIF;23;GC;FII;C078.3192.01;NON;;TitulaireDesignation;Nom titulaire compte TLRA 3;;;
P-IDENTIF;23;GC;FII;C078.3192.02;NON;;TitulaireDesignationSuite;Prénom titulaire compte TLRA 3;;;
P-IDENTIF;23;GC;FII;C078.3194.01;NON;;Iban;IBAN CB TLRA 3;;;
P-IDENTIF;23;GC;FII;C088.3433.01;NON;;Bic;BIC CB TLRA 3;;;
P-IDENTIF;23;HA;MOA;C516.5004.01;NON;;Valeur;Montant TLRA 1;Montant entier sans décimale;;
P-IDENTIF;23;HB;MOA;C516.5004.01;NON;;Valeur;Montant TLRA 2;Montant entier sans décimale;;
P-IDENTIF;23;HC;MOA;C516.5004.01;NON;;Valeur;Montant TLRA 3;Montant entier sans décimale;;
P-IDENTIF;23;KA;RFF;C506.1154.01;NON;;Valeur;Référence TLRA 1;;;
P-IDENTIF;23;KB;RFF;C506.1154.01;NON;;Valeur;Référence TLRA 2;;;
P-IDENTIF;23;KC;RFF;C506.1154.01;NON;;Valeur;Référence TLRA 3;;;
P-IDENTIF;23;KD;RFF;C506.1154.01;NON;;Valeur;Référence de l'obligation fiscale;;;
P-IDENTIF;23;KF;DTM;C507.2380.01;NON;610;Valeur;Échéance;Format attendu : yyyyMM;;
2020TGAP;24;AA;CCI;C889.7111.01;NON;TBX;Valeur;Absence d'activités polluantes - Solde;;910576;
2020TGAP;24;AB;QTY;C186.6060.01;NON;;Valeur;Nombre total d'établissements assujettis aux TGAP;Quantité entière sans décimale;910578;
2020TGAP;24;AC;QTY;C186.6060.01;NON;;Valeur;Nombre d'établissements assujettis à la composante "Lessives et préparations assimilées";Quantité entière sans décimale;910579;
2020TGAP;24;AD;QTY;C186.6060.01;NON;;Valeur;Nombre d'établissements assujettis à la composante "Matériaux d'extraction";Quantité entière sans décimale;910580;
2020TGAP;24;AE;QTY;C186.6060.01;NON;;Valeur;Nombre d'établissements assujettis à la composante "Émissions polluantes";Quantité entière sans décimale;910581;
2020TGAP;24;AF;QTY;C186.6060.01;NON;;Valeur;Nombre d'établissements assujettis à la composante "Déchets";Quantité entière sans décimale;910979;
2020TGAP;24;AG;CCI;C889.7111.01;NON;TBX;Valeur;Déclaration de la TGAP "Lessives et préparations assimilées";;910582;
2020TGAP;24;AH;CCI;C889.7111.01;NON;TBX;Valeur;Déclaration de la TGAP "Matériaux d'extraction";;910583;
2020TGAP;24;AI;CCI;C889.7111.01;NON;TBX;Valeur;Déclaration de la TGAP "Émissions polluantes";;910584;
2020TGAP;24;AJ;CCI;C889.7111.01;NON;TBX;Valeur;Déclaration de la TGAP "Déchets";;910980;
