Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF;Code Ligne
3515SD;23;EA;FTX;C108.4440.05;NON;;TexteLibre5;Commentaires type 3, ligne 5;5ème zone de 512 c;100554;
3515SD;23;EB;CCI;C889.7111.01;NON;TBX;Valeur;Mention expresse type 3;Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX;100500;
3517BCA12A;23;AE;CCI;C889.7111.01;NON;CEX;Valeur;Mention CA12 / CA12E, CA12A / CA12AE;Table CEX valeur 12 pour 3517 Bis CA12A et 12E pour 3517 Bis CA12AE, CCI/7037=CAV/1131=CEX;100190;
3517BCA12A;23;AF;CCI;C889.7111.01;NON;TBX;Valeur;Paiement par imputation;Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX;100123;
3517BCA12A;23;AG;CCI;C889.7111.01;NON;TBX;Valeur;Mention expresse;Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX;100124;
3517BCA12A;23;BA;FTX;C108.4440.01;NON;;TexteLibre1;Commentaires type 1, ligne 1;1ère zone de 512 c;100447;
3517BCA12A;23;BA;FTX;C108.4440.02;NON;;TexteLibre2;Commentaires type 1, ligne 2;2ème zone de 512 c;100547;
3517BCA12A;23;BA;FTX;C108.4440.03;NON;;TexteLibre3;Commentaires type 1, ligne 3;3ème zone de 512 c;100548;
3517BCA12A;23;BA;FTX;C108.4440.04;NON;;TexteLibre4;Commentaires type 1, ligne 4;4ème zone de 512 c;100549;
3517BCA12A;23;BA;FTX;C108.4440.05;NON;;TexteLibre5;Commentaires type 1, ligne 5;5ème zone de 512 c;100550;
3517BCA12A;23;DA;MOA;C516.5004.01;NON;;Valeur;Opérations non imposables - Achats en franchise;;100104;00
3517BCA12A;23;DB;MOA;C516.5004.01;NON;;Valeur;Union européenne;;100075;01
3517BCA12A;23;DC;MOA;C516.5004.01;NON;;Valeur;Autres opérations non imposables;;100076;02
3517BCA12A;23;DD;MOA;C516.5004.01;NON;;Valeur;Livraisons intracommunautaires;;100077;03
3517BCA12A;23;DE;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé en France métropolitaine imposable au taux réduit, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : base HT;;100139;5C
3517BCA12A;23;DF;MOA;C516.5004.01;NON;;Valeur;Ventes à distance au profit de particuliers (consommateurs finaux);;908461;2A
3517BCA12A;23;DH;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires imposable (France métropolitaine ou DOM), hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires, aux anciens taux : base HT;;100144;08
3517BCA12A;23;DJ;MOA;C516.5004.01;NON;;Valeur;Opérations imposables à un taux particulier base HT;;100082;09
3517BCA12A;23;DK;MOA;C516.5004.01;NON;;Valeur;Opérations imposables réalisées en France métropolitaine au taux normal de 20% : Base HT;;904098;04
3517BCA12A;23;DL;MOA;C516.5004.01;NON;;Valeur;Opérations imposables cessions d'immobilisations, base hors taxe;;100146;10
3517BCA12A;23;DM;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - livraisons à soi-même, base hors taxe;;100148;11
3517BCA12A;23;DN;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - Autres opérations imposables, base hors taxe;;100160;12
3517BCA12A;23;DP;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - acquisitions intra-communautaires, base hors taxe;;100073;13
3517BCA12A;23;DQ;MOA;C516.5004.01;NON;;Valeur;Opérations imposables réalisées en France métropolitaine au taux réduit de 10% : Base HT;;904100;5A
3517BCA12A;23;DR;MOA;C516.5004.01;NON;;Valeur;Achats de prestations de services intracommunautaires (art 283-2 du code général des impôts) Base hors taxe;;900774;9C
3517BCA12A;23;DS;MOA;C516.5004.01;NON;;Valeur;Achats de prestations de services intracommunautaires (art 283-2 du code général des impôts), taxe due;;900775;9C
3517BCA12A;23;DU;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé dans les DOM imposable au taux réduit, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : base HT;;100165;06
3517BCA12A;23;DV;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé dans les DOM imposable au taux normal, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : base HT;;100167;07
3517BCA12A;23;DY;MOA;C516.5004.01;NON;;Valeur;Livraisons d'electricité, de gaz naturel, de chaleur ou de froid non imposables en France;;100122;3B
3517BCA12A;23;DZ;MOA;C516.5004.01;NON;;Valeur;Livraisons d'electricité, de gaz naturel, de chaleur ou de froid imposables en France, base hors taxe;;100121;9B
3517BCA12A;23;EA;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour un nouveau taux en métropole (ligne à blanc);;900097;5D
3517BCA12A;23;EB;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour un nouveau taux en métropole (ligne à blanc);;900098;5D
3517BCA12A;23;EC;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour un nouveau taux dans les DOM (ligne à blanc);;900099;7B
3517BCA12A;23;ED;MOA;C516.5004.01;NON;;Valeur;Ligne utilisable pour un nouveau taux dans les DOM (ligne à blanc);;900100;7B
3517BCA12A;23;EE;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé en France métropolitaine imposable au taux réduit, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : taxe due;;100140;5C
3517BCA12A;23;EH;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires imposable (France métropolitaine ou DOM), hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires, aux anciens taux : taxe due;;100145;08
3517BCA12A;23;EJ;MOA;C516.5004.01;NON;;Valeur;Opérations imposables à un taux particulier taxe due;;100083;09
3517BCA12A;23;EK;MOA;C516.5004.01;NON;;Valeur;Opérations imposables réalisées en France métropolitaine au taux normal de 20% : Taxe due;;904099;04
3517BCA12A;23;EL;MOA;C516.5004.01;NON;;Valeur;Opérations imposables cessions d'immobilisations, taxe due;;100147;10
3517BCA12A;23;EM;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - livraisons à soi-même : taxe due;;100149;11
3517BCA12A;23;EN;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - Autres opérations imposables : taxe due;;100161;12
3517BCA12A;23;EP;MOA;C516.5004.01;NON;;Valeur;Opérations imposables - acquisitions intra-communautaires : taxe due;;100150;13
3517BCA12A;23;EQ;MOA;C516.5004.01;NON;;Valeur;Opérations imposables réalisées en France métropolitaine au taux réduit de 10% : Taxe due;;904101;5A
3517BCA12A;23;ER;MOA;C516.5004.01;NON;;Valeur;TVA antérieurement déduite à reverser, taxe due;;100087;14
3517BCA12A;23;ES;MOA;C516.5004.01;NON;;Valeur;Total général de la TVA brute due sur opérations imposables et régularisations;;100088;15
3517BCA12A;23;EU;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé dans les DOM imposable au taux réduit, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : taxe due;;100166;06
3517BCA12A;23;EV;MOA;C516.5004.01;NON;;Valeur;Chiffre d'affaires réalisé dans les DOM imposable au taux normal, hors livraisons de gaz naturel ou d'electricité et acquisitions intracommunautaires : taxe due;;100168;07
3517BCA12A;23;EZ;MOA;C516.5004.01;NON;;Valeur;Livraisons d'electricité, de gaz naturel de chaud ou froid imposables en France, taxe due;;100185;9B
3517BCA12A;23;FA;MOA;C516.5004.01;NON;;Valeur;TVA déductible sur biens constituant des immobilisations;;100090;17
3517BCA12A;23;FB;MOA;C516.5004.01;NON;;Valeur;TVA déductible sur autres biens et services (déduction sur facture);;100091;18
3517BCA12A;23;FC;MOA;C516.5004.01;NON;;Valeur;Crédit antérieur non imputé et non remboursé;;100151;19
3517BCA12A;23;FD;MOA;C516.5004.01;NON;;Valeur;Autre TVA à déduire, omissions ou compléments de déductions;;100092;20
3517BCA12A;23;FF;MOA;C516.5004.01;NON;;Valeur;Total de la TVA déductible;;100095;21
3517BCA12A;23;FG;PCD;C501.5482.01;NON;;Valeur;Pourcentage de déduction applicable pour la période s'il est différent de 100%;Valeur entière et au plus 2 décimales;100094;20A
3517BCA12A;23;GA;MOA;C516.5004.01;NON;;Valeur;TVA nette due;;100099;23
3517BCA12A;23;GB;MOA;C516.5004.01;NON;;Valeur;Crédit de TVA;;100096;24
3517BCA12A;23;HA;MOA;C516.5004.01;NON;;Valeur;Imputations-régularisations - Total des acomptes versés (pénalités de retard exclues);;100152;25
3517BCA12A;23;JA;MOA;C516.5004.01;NON;;Valeur;Résultat net, solde à payer TVA;;100153;28
3517BCA12A;23;JB;MOA;C516.5004.01;NON;;Valeur;Résultat net, excédent de versement TVA;;100154;29
3517BCA12A;23;JC;MOA;C516.5004.01;NON;;Valeur;Résultat net, solde excédentaire;;100155;30
3517BCA12A;23;KA;MOA;C516.5004.01;NON;;Valeur;Ligne 1 utilisable pour une nouvelle taxe assimilée créée en cours d'année;;900101;35D
3517BCA12A;23;KB;MOA;C516.5004.01;NON;;Valeur;Ligne 2 utilisable pour une nouvelle taxe assimilée créée en cours d'année;;900102;35E
3517BCA12A;23;KC;MOA;C516.5004.01;NON;;Valeur;Ligne 3 utilisable pour une nouvelle taxe assimilée créée en cours d'année;;900103;35F
3517BCA12A;23;KD;MOA;C516.5004.01;NON;;Valeur;Ligne 4 utilisable pour une nouvelle taxe assimilée créée en cours d'année;;900104;35G
3517BCA12A;23;KF;MOA;C516.5004.01;NON;;Valeur;Ligne 5 utilisable pour une nouvelle taxe assimilée créée en cours d'année;;900105;35H
3517BCA12A;23;LC;MOA;C516.5004.01;NON;;Valeur;Taxe sur certaines dépenses de publicité;;100022;33
3517BCA12A;23;LF;MOA;C516.5004.01;NON;;Valeur;Taxe sur le chiffre d'affaires des exploitants agricoles;;100046;31
3517BCA12A;23;LM;MOA;C516.5004.01;NON;;Valeur;Contribution due par les gestionnaires des réseaux publics d'électricité (loi de finances rectificative pour 2011 n°2011-1978);;903435;35C
3517BCA12A;23;MA;MOA;C516.5004.01;NON;;Valeur;Récapitulation, solde excédentaire;;100156;36
3517BCA12A;23;MB;MOA;C516.5004.01;NON;;Valeur;Montant du remboursement demandé sur le formulaire 3517DDR;;100097;37
3517BCA12A;23;MC;MOA;C516.5004.01;NON;;Valeur;Crédit à reporter sur déclaration suivante;;100098;38
3517BCA12A;23;NA;MOA;C516.5004.01;NON;;Valeur;Report TVA solde à payer;;100158;39
3517BCA12A;23;NB;MOA;C516.5004.01;NON;;Valeur;Récapitulation, Total des taxes parafiscales (bis);;100038;40
3517BCA12A;23;NC;MOA;C516.5004.01;NON;;Valeur;Total à payer;;100103;41
3517BCA12A;23;ND;CCI;C889.7111.01;NON;TBX;Valeur;Mention déclaration néante;Table TBX avec X pour sélectionné, CCI/7037 = CAV/1131 = TBX;100117;
3517BCA12A;23;NP;MOA;C516.5004.01;NON;;Valeur;Total de la taxe annuelle à l'essieu due (1a + 1b + 2a + 2b + 3);;910779;60A
3517BCA12A;23;NQ;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - Nombre de véhicules;Quantité entière, sans décimale;911561;
3517BCA12A;23;NR;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - Nombre de véhicules;Quantité entière, sans décimale;911562;
3517BCA12A;23;NS;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - Nombre de véhicules;Quantité entière, sans décimale;911563;
3517BCA12A;23;NT;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - Nombre de véhicules;Quantité entière, sans décimale;911564;
3517BCA12A;23;NU;QTY;C186.6060.01;NON;;Valeur;3-Remorques de la catégorie O4 - Nombre de véhicules;Quantité entière, sans décimale;911565;
3517BCA12A;23;NV;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911566;
3517BCA12A;23;NW;QTY;C186.6060.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911567;
3517BCA12A;23;NX;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911568;
3517BCA12A;23;NY;QTY;C186.6060.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911569;
3517BCA12A;23;NZ;QTY;C186.6060.01;NON;;Valeur;3-Remorques de la catégorie O4 - dont nombre de véhicules rail-route;Quantité entière, sans décimale;911570;
3517BCA12A;23;PA;MOA;C516.5004.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC inférieur à 27 t - Montant de la taxe;;911571;
3517BCA12A;23;PB;MOA;C516.5004.01;NON;;Valeur;1-Véhicules à moteur isolés - PTAC supérieur ou égal à 27 t - Montant de la taxe;;911572;
3517BCA12A;23;PC;MOA;C516.5004.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA inférieur à 39 t - Montant de la taxe;;911573;
3517BCA12A;23;PD;MOA;C516.5004.01;NON;;Valeur;2-Ensembles articulés constitués d'un tracteur et d'une ou plusieurs semi-remorques - PTRA supérieur ou égal à 39 t - Montant de la taxe;;911574;
3517BCA12A;23;PE;MOA;C516.5004.01;NON;;Valeur;3-Remorques de la catégorie O4 - Montant de la taxe;;911575;
3517BCA12A;23;PF;MOA;C516.5004.01;NON;;Valeur;Importations (autres que les produits pétroliers);;911610;3C
3517BCA12A;23;PG;MOA;C516.5004.01;NON;;Valeur;Acquisitions intracommunautaires;;911611;3D
3517BCA12A;23;PH;MOA;C516.5004.01;NON;;Valeur;Importations - Taux normal 20 % Base HT;;911612;I1
3517BCA12A;23;PJ;MOA;C516.5004.01;NON;;Valeur;Importations - Taux normal 20 % Taxe due;;911613;I1
3517BCA12A;23;RC;MOA;C516.5004.01;NON;;Valeur;Sommes à ajouter;;905856;4B
3517BCA12A;23;RD;MOA;C516.5004.01;NON;;Valeur;Sommes à imputer;;905854;2B
3517BCA12A;23;RG;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire pour le contrôle de certaines substances et de leurs résidus (CGI, art. 302 bis WC);;905859;51
3517BCA12A;23;RH;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de première mise sur le marché des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WA);;905860;52
3517BCA12A;23;RJ;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WB);;905861;53
3517BCA12A;23;RK;MOA;C516.5004.01;NON;;Valeur;Redevance pour agrément des établissements du secteur de l'alimentation animale (CGI, art. 302 bis WD à WG);;905862;54
3517BCA12A;23;RM;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire d'abattage (CGI, art. 302 bis N à 302 bis R);;907346;50A
3517BCA12A;23;RN;MOA;C516.5004.01;NON;;Valeur;Redevance sanitaire de découpage (CGI, art. 302 bis S à 302 bis W);;907347;50B
3517BCA12A;23;RP;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à la circulation intracommunautaire (PPE);;907348;55
3517BCA12A;23;RQ;MOA;C516.5004.01;NON;;Valeur;Redevance phytosanitaire à la circulation intracommunautaire et à l'exportation (L 251-17-1 du code rural et de la pêche maritime) - à l'exportation;;907349;56
3517BCA12A;23;RR;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM);;907350;57
3517BCA12A;23;RS;MOA;C516.5004.01;NON;;Valeur;Taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité);;907351;58
3517BCA12A;23;RT;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux au taux de 0,5 %;;907352;59
3517BCA12A;23;RU;MOA;C516.5004.01;NON;;Valeur;Contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité au taux de 0,5 %;;907353;60
3517BCA12A;23;RV;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - au profit de l'Etat (CGI, art. 302 bis ZG);;907354;61
3517BCA12A;23;RW;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - au profit des organismes de sécurité sociale (CSS, art. L137-20);;907355;62
3517BCA12A;23;RX;MOA;C516.5004.01;NON;;Valeur;Prélèvement sur les paris hippiques - engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);;907356;63
3517BCA12A;23;RY;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de trot (CGI, art. 1609 tertricies);;907357;64
3517BCA12A;23;RZ;MOA;C516.5004.01;NON;;Valeur;Redevance due par les opérateurs agréés de paris hippiques en lignes - Enjeux relatifs aux courses de galop (CGI, art. 1609 tertricies);;907358;65
3517BCA12A;23;SC;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de métaux précieux;;907855;59
3517BCA12A;23;SD;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la contribution pour le remboursement de la dette sociale (CRDS) (CGI, art. 1600-0 I) - sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité;;907856;60
3517BCA12A;23;SE;MOA;C516.5004.01;NON;;Valeur;Base imposable sur les prélèvement sur les paris hippiques au profit de l'Etat (CGI, art. 302 bis ZG);;908458;61
3517BCA12A;23;SF;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques au profit des organismes de sécurité sociale (CSS, art. L137-20);;908459;62
3517BCA12A;23;SG;MOA;C516.5004.01;NON;;Valeur;Base imposable sur le prélèvement sur les paris hippiques engagés depuis l'étranger des courses françaises et regroupés en France (CGI, art.302 bis ZO);;908460;63
3517BCA12A;23;SH;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de métaux précieux;;908451;57
3517BCA12A;23;SJ;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe sur certaines dépenses de publicité au taux de 1% (CGI, art. 302 bis MA);;908452;33
3517BCA12A;23;SK;MOA;C516.5004.01;NON;;Valeur;Base imposable sur la taxe forfaitaire sur les métaux précieux (CGI, art.150 VM) sur les ventes de bijoux, d'objets d'arts, de collection ou d'antiquité;;908453;58
3517BCA12A;23;SL;QTY;C516.5004.01;NON;;Valeur;Base imposable de la redevance sanitaire de transformation des produits de la pêche ou de l'aquaculture (CGI, art. 302 bis WB);;909382;53
3517BCA12A;23;SM;QTY;C516.5004.01;NON;;Valeur;Base imposable de la redevance pour agrément des établissements du secteur de l'alimentation animale (CGI, art. 302 bis WD à WG);;909387;54
3517BCA12A;23;SQ;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 10 % Base HT;;911614;I2
3517BCA12A;23;SR;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 10 % Taxe due;;911615;I2
3517BCA12A;23;SS;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 8,5 % Base HT;;911616;I3
3517BCA12A;23;ST;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 8,5 % Taxe due;;911617;I3
3517BCA12A;23;SU;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 5,5 % Base HT;;911618;I4
3517BCA12A;23;SV;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 5,5 % Taxe due;;911619;I4
3517BCA12A;23;SW;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 2,1 % Base HT;;911620;I5
3517BCA12A;23;SX;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 2,1 % Taxe due;;911621;I5
3517BCA12A;23;SY;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 1,05 % Base HT;;911622;I6
3517BCA12A;23;SZ;MOA;C516.5004.01;NON;;Valeur;Importations - Taux réduit 1,05 % Taxe due;;911623;I6
3517BCA12A;23;TA;MOA;C516.5004.01;NON;;Valeur;Taxe sur les émissions de CO2 due au titre de 2022 (CGI, art. 1010);;911627;60B
3517BCA12A;23;TB;MOA;C516.5004.01;NON;;Valeur;Taxe sur les émissions de polluants atmosphériques due au titre de 2022 (CGI, art. 1010);;911631;60C
3517BCA12A;23;TK;MOA;C516.5004.01;NON;;Valeur;Taxe sur les produits phytopharmaceutiques au taux de 0,9 %;;911665;
3517BCA12A;23;TL;MOA;C516.5004.01;NON;;Valeur;Taxe sur les produits phytopharmaceutiques au taux de 0,1 %;;911668;
3517BCA12A;23;TM;MOA;C516.5004.01;NON;;Valeur;Total de la taxe sur les produits phytopharmaceutiques due (a*0,9%+b*0,1%);;911671;56A
3517BCA12A;23;TR;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules relevant du nouveau dispositif d'immatriculation (depuis le 1er mars 2020);;911719;
3517BCA12A;23;TS;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules ne relevant pas du nouveau dispositif d'immatriculation: (réception européenne, dont la première mise en circulation est intervenue à compter du 1er juin 2004 et non utilisés par le redevable avant le 1er janvier 2006);;911720;
3517BCA12A;23;TT;QTY;C186.6060.01;NON;;Valeur;Nombre d'autres véhicules soumis à la taxe;;911721;
3517BCA12A;23;TU;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules exonérés dont la source d'énergie est exclusivement l'électricité, l'hydrogène ou une combinaison des deux;;911722;
3517BCA12A;23;TV;QTY;C186.6060.01;NON;;Valeur;Nombre des autres véhicules exonérés;;911723;
3517BCA12A;23;TW;QTY;C186.6060.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des sucres ajoutés (CGI, art.1613 ter);;911749;66
3517BCA12A;23;TX;QTY;C186.6060.01;NON;;Valeur;Contribution sur les boissons non alcooliques (CGI, art. 1613 quater II 1°), 0,54€/hL;;911750;67
3517BCA12A;23;TY;QTY;C186.6060.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des édulcorants de synthèse (CGI, art. 1613 quater II 2°), 3,08€/hL;;911751;68
3517BCA12A;23;TZ;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des sucres ajoutés (CGI, art.1613 ter);;911752;66
3517BCA12A;23;UA;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques (CGI, art. 1613 quater II 1°), 0,54€/hL;;911753;67
3517BCA12A;23;UB;MOA;C516.5004.01;NON;;Valeur;Contribution sur les boissons non alcooliques contenant des édulcorants de synthèse (CGI, art. 1613 quater II 2°), 3,08€/hL;;911754;68
3517BCA12A;23;UP;QTY;C186.6060.01;NON;;Valeur;Nombre de véhicules exonérés;;912264;
3517BCA12A;23;UQ;MOA;C516.5004.01;NON;;Valeur;Taxe due par les employeurs de main-d'œuvre étrangère (L. 436-10 du CESEDA) (uniquement pour les cessations d'activité ayant lieu en 2023);;912261;35
3517BCA12A;23;UR;MOA;C516.5004.01;NON;;Valeur;Taxe spéciale due en cas de non-respect de l'engagement de conserver pendant 5 ans les parts de fonds commun de placement à risques ou de fonds professionnels de capital investissement (art. 209-0-A du CGI);;912234;34
3517BCA12A;23;US;MOA;C516.5004.01;NON;;Valeur;TICFE - crédit imputé sur la TVA;;912235;
3517BCA12A;23;UT;MOA;C516.5004.01;NON;;Valeur;TICGN - crédit imputé sur la TVA;;912236;
3517BCA12A;23;UU;MOA;C516.5004.01;NON;;Valeur;TICCE - crédit imputé sur la TVA;;912237;
3517BCA12A;23;UV;MOA;C516.5004.01;NON;;Valeur;TOTAL - crédit imputé sur la TVA;;912252;
3517BCA12A;23;UW;MOA;C516.5004.01;NON;;Valeur;Crédit de TIC imputé sur la TVA (Total);;912238;X5
3517BCA12A;23;UX;MOA;C516.5004.01;NON;;Valeur;TICFE - Reliquat de crédit à rembourser;;912239;
3517BCA12A;23;UY;MOA;C516.5004.01;NON;;Valeur;TICGN - Reliquat de crédit à rembourser;;912240;
3517BCA12A;23;UZ;MOA;C516.5004.01;NON;;Valeur;TICCE - Reliquat de crédit à rembourser;;912241;
3517BCA12A;23;VA;MOA;C516.5004.01;NON;;Valeur;TOTAL - reliquat de crédit à rembourser;;912253;
3517BCA12A;23;VB;MOA;C516.5004.01;NON;;Valeur;Remboursement de reliquat de TIC demandé;;912242;Y5
3517BCA12A;23;VC;MOA;C516.5004.01;NON;;Valeur;TICFE - Taxe due;;912244;
3517BCA12A;23;VD;MOA;C516.5004.01;NON;;Valeur;TICGN - Taxe due;;912245;
3517BCA12A;23;VE;MOA;C516.5004.01;NON;;Valeur;TICCE - Taxe due;;912246;
3517BCA12A;23;VF;MOA;C516.5004.01;NON;;Valeur;TOTAL - taxe due;;912254;
3517BCA12A;23;VG;MOA;C516.5004.01;NON;;Valeur;TICFE - crédit constaté;;912248;
3517BCA12A;23;VH;MOA;C516.5004.01;NON;;Valeur;TICGN - crédit constaté;;912249;
3517BCA12A;23;VJ;MOA;C516.5004.01;NON;;Valeur;TICCE - crédit constaté;;912250;
3517BCA12A;23;VK;MOA;C516.5004.01;NON;;Valeur;TOTAL - crédit constaté;;912251;
3517BCA12A;23;VL;MOA;C516.5004.01;NON;;Valeur;Total des taxes intérieures de consommation dues;;912247;Z5
3517BCA12A;23;VM;MOA;C516.5004.01;NON;;Valeur;Total de la contribution sur la rente infra-marginale de la production d'électricité due (lignes a à q);;912268;65A
3517BCA12A;23;VN;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - nucléaire;;912336;
3517BCA12A;23;VP;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - charbon;;912337;
3517BCA12A;23;VQ;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - fioul et autres produits pétroliers;;912338;
3517BCA12A;23;VR;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - CCG gaz;;912339;
3517BCA12A;23;VS;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - gaz de mine;;912340;
3517BCA12A;23;VT;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - cogénération gaz;;912341;
3517BCA12A;23;VU;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - éolien terrestre;;912342;
3517BCA12A;23;VV;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - éolien maritime;;912343;
3517BCA12A;23;VW;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - solaire;;912344;
3517BCA12A;23;VX;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - biogaz;;912345;
3517BCA12A;23;VY;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - cogénération biogaz;;912346;
3517BCA12A;23;VZ;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - centrales houlomotrices ou hydrocinétiques;;912347;
3517BCA12A;23;WA;MOA;C516.5004.01;NON;;Valeur;Liste des technologies utilisées - cogénération biomasse;;912348;
